codigo;identificador;link;descripcion
vid1573;3028;SqjmV4_JN9Q;Cuadro de doble entrada por colores y formas
vid1574;3028;ZbnoUC20lNM;Agrupar según el tipo de objeto
vid1575;3028;KihJlMcHqVw;Agrupar según diferentes criterios
vid1576;3028;41NDPiFU4P4;Ejercicio de discriminación visual, coordinación mano ojo y motricidad fina
vid1577;3028;dC9loLVjS3s;Discriminación visual, atención y categorías semánticas
vid1578;3030;sxktYCX565c;Más que, menos que
vid1579;3030;ikVrQcCx6ig;Más largo que, más corto que
vid1580;3030;l_9Aca2YEUU;"Ejercicios resueltos de ""Más que, menos que"""
vid1581;3030;N3OE7v8s-B0;Comparando colecciones
vid1582;3032;wW0JFR87-2M;Mucho y poco
vid1583;3032;MaQAorIn6JQ;Muchos y pocos
vid1584;3032;rs3MoG8Oy0c;Uno y Muchos
vid1585;3034;NSqirEGAXCA;Aprendiendo en casa - Clasificaciones
vid1586;3034;TE_ijGSc37M;Formando Colecciones
vid1587;3034;ycdnISoMDzs;Los conjuntos
vid1588;3036;Loqm4RAgIbw;Correspondencia entre objetos de dos grupos
vid1589;3036;3fRrzpCvZEE;Equivalencia de conjuntos
vid1590;3042;iJy5y5Yn_qw;Comparación de conjuntos
vid1591;3046;jGSaSaC44s4;Encuentra el objeto que no pertenece al grupo
vid1592;3048;genDJPy3kZM;Comparar dos números: Mayor, menor o igual
vid1593;3048;X2RM5QI6keU;Comparando números con ayuda de palillos
vid1594;3048;TEi2VNMz6l0;Comparaciones entre conjuntos
vid1595;3048;71X6a9Whvis;Ordenar números de mayor a menor
vid1596;3048;YmLGeX-boeU;Ordenar números de menor a mayor 1
vid1597;3048;2992Ew1B2pE;Ordenar números de menor a mayor 2
vid1598;3050;824x8dJuhU8;Mayor que, menor que
vid1599;3050;YveICGbSVCQ;Mayor que, menor que, igual
vid1600;3050;dILgDI9N77o;Ejercicio de comparar y ordenar números
vid1601;3050;9F2LFtB18lY;Ejercicio de ordenar números naturales
vid1602;3054;4wX-Gtqee3g;Números ordinales
vid1603;3054;RUuzZyY4M0Y;Del primero al décimo
vid1604;3056;4wX-Gtqee3g;Números ordinales
vid1605;3058;RUuzZyY4M0Y;Números ordinales del 1 al 10
vid1606;3058;7Itc506S4H0;Números ordinales del 1 al 30
vid1607;3058;656rY0LO_mc;Los números ordinales hasta el 100
vid1608;3058;3yyHrrKmzRE;Número anterior y posterior
vid1609;3060;6iOnD0Q4F8s;Ejercicios con números ordinales del 1 al 10
vid1610;3064;rTTdvPIZYL4;¿Qué es una unidad?
vid1611;3064;vXwLqORIgFM;¿Qué es una decena?
vid1612;3066;QTDnO-m9I-k;Descomposición de números de tres dígitos
vid1613;3066;4Ca0lVvY7ZI;Aprender a escribir números con ábaco vertical
vid1614;3068;k-xJEfzC7fA;Usar la Tabla de valor posicional
vid1615;3068;lagza3rb2YU;Lectura y escritura de números de 4 cifras
vid1616;3070;I2d5oCEfljQ;Valor posicional
vid1617;3070;W4IrRmh0fJ4;Unidades, decenas y centenas de mil
vid1618;3070;rnjUjsqxatk;Ejemplo de descomposición de números de 5 cifras
vid1619;3070;uyE9t1PWzQ4;Ejemplo de descomposición de números de 6 cifras
vid1620;3072;fae6X1jg3nE;Introducción a los números decimales
vid1621;3072;2LdL-ByhFYk;Números decimales: décimas y centésimas
vid1622;3072;lusKrwIjV9Y;Números decimales: milésimas
vid1623;3074;FbcQsAlsRYM;Unidades, decenas y centenas de millón
vid1624;3074;yCHwVNSurEw;Cómo leer números muy garndes
vid1625;3080;CZJ6EPg1poI;Aprendiendo a realizar secuencias de 2 elementos 1
vid1626;3080;cVoxymPrebs;Secuencias de 2 y 3 elementos con la Patrulla canina
vid1627;3080;HUSpkIcwAQw;Series lógicas con círculos rojos y azules
vid1628;3082;#¿NOMBRE?;Secuencias de 2 y 3 elementos 1
vid1629;3082;cVoxymPrebs;Secuencias de 2 y 3 elementos con la Patrulla canina
vid1630;3082;Z9H1s0WQLNg;Patrones y secuencias matemáticas
vid1631;3082;XLxb-R9Z7UM;Juego de secuencias con animales de la granja
vid1632;3082;RT518f7G0qs;Juego de secuencias con frutas
vid1633;3082;#¿NOMBRE?;Patrones y secuencias lógicas
vid1634;3082;FKFTfVcTjBY;Secuencias de 2, 3 y 4 elementos
vid1635;3082;Jf3T6aHRU58;Patrones con 3 atributos
vid1636;3084;urRpf6lUljo;¿Qué es una serie númerica?
vid1637;3086;3qI-d6k_kF0;Series ascendentes de 10 en 10 y de 2 en 2
vid1638;3086;QYhBxfjKLtU;Serie ascendente de 4 en 4
vid1639;3086;QYhBxfjKLtU;Serie ascendente de 4 en 4
vid1640;3086;W03QYczfWBo;Serie descendente de 4 en 4
vid1641;3086;x-RKxLP421E;Completar una secuencia descendente
vid1642;3088;hlGgfHwB3C4;Continuar la secuencia (con cadencia)
vid1643;3088;k4IJGPfHidY;Contar de 10 en 10
vid1644;3088;HDl-RW9pIqI;Cómo encontrar el patrón de una sucesión
vid1645;3088;K85rM2-wDaE;Sucesiones numéricas alternadas
vid1646;3092;2bUWBtgBVEs;Tipos de números
vid1647;3092;83xuO_y8Bhc;Los números naturales
vid1648;3092;TPryjOnIy4w;Los números enteros
vid1649;3092;4vWLvBApCc8;Los números racionales
vid1650;3092;PSEkG6g0bKA;Los números reales
vid1651;3092;kXx6p46gS1E;Los números irracionales
vid1652;3092;CGDNZl08GXU;Los números imaginarios
vid1653;3094;aKsgLhrbQMs;¿Qué son los números negativos?
vid1654;3098;ZTPQCw9In34;Origen de los números negativos?
vid1655;3100;pSqnl2eSu9Y;Canción de los números del 1 al 10
vid1656;3100;sz6FCG3ZVJ8;Canción de los números del 1 al 100
vid1657;3100;OsAPp5yAuic;Ordenar números del 1 al 100
vid1658;3100;gn9jm66jjTQ;Números enteros en la recta numérica
vid1659;3102;pz4rsiTBKC4;Cómo ubicar decimales en la recta numérica
vid1660;3102;m2CHDRgrkzY;Cómo ubicar fracciones en la recta numérica
vid1661;3102;qXrga23ckpQ;Cómo ordenar números racionales en la recta numérica
vid1662;3102;Gcp4TKFneaE;Comparar números racionales
vid1663;3104;AtRT1FrTff4;Fracción canónica
vid1664;3108;VcjMwD8HXjQ;Sumando hasta diez
vid1665;3108;VFwrIqRHuOE;Sumar números de 1 cifra contando dibujos
vid1666;3108;u3Dxj9d33r8;Sumar números de 2 cifras contando dibujos
vid1667;3110;mHpEgKfZ7JE;La resta
vid1668;3110;Xu75CEE_SXI;Introducción a la resta
vid1669;3112;3rQxGcS2mjM;Sumar con regletas hasta más de 1000
vid1670;3112;_XPk5sQgjOY;Sumas grandes con regletas  
vid1671;3112;VcjMwD8HXjQ;Sumando hasta diez  
vid1672;3114;VcjMwD8HXjQ;Sumando hasta diez
vid1673;3114;enPSluwJpeQ;Las partes y el todo
vid1674;3116;mHpEgKfZ7JE;La resta
vid1675;3116;Xu75CEE_SXI;Introducción a la resta
vid1676;3116;XHDALFnkojU;Restar números de 1 cifra contando dibujos
vid1677;3116;J6Dx3tX26oc;Restar números de 2 cifras contando dibujos
vid1678;3118;3rQxGcS2mjM;Sumar con regletas hasta más de 1000
vid1679;3118;_XPk5sQgjOY;Sumas grandes con regletas  
vid1680;3118;KGkXJ8EYdYI;Ejercicios de sumar llevando  
vid1681;3118;C56FrCAWGiQ;Sumar llevando explicado con lenguaje de signos
vid1682;3118;ow7DVEfBJyE;Problemas de sumas llevando
vid1683;3120;mHpEgKfZ7JE;Resta con regletas sin llevar
vid1684;3120;Xu75CEE_SXI;La resta
vid1685;3120;dRivJfz3Mnc;Introducción a la resta
vid1686;3122;DP0EUIQOBx8;Sumando hasta 20
vid1687;3122;NN7kMNJwTVw;Ejercicios de sumas horizontales
vid1688;3122;FS2o3uMyS7E;Sumas horizontales rápidas
vid1689;3122;rEbIvudhilM;Ejercicios de restas horizontales
vid1690;3124;EqSOgTWuSGM;Propiedad conmutativa de la suma 
vid1691;3124;3rQxGcS2mjM;Sumar con regletas hasta más de 1000
vid1692;3124;_XPk5sQgjOY;Sumas grandes con regletas  
vid1693;3126;Qf96wkvrVmo;Aprender a restar llevando
vid1694;3126;f5qr238L2N0;Resta con llevada
vid1695;3126;rhgytE4uNtk;Resta con con ceros en el minuendo
vid1696;3126;KZ2PeNu04mw;Resta con llevada. Método Montessori
vid1697;3128;E2MsDCSkxZ4;Convertir una suma horizontal de tres números en vertical
vid1698;3128;qq9xy-Rn6QM;Convertir una suma horizontal de cinco números en vertical
vid1699;3128;kuWR2p8-zso;Convertir una suma horizontal de números con decimales en vertical
vid1700;3128;XcV_jIdkf1I;Convertir restas horizontales de números con decimales en verticales
vid1701;3128;Ecrh7fPNEiM;Convertir una resta horizontal en vertical
vid1702;3128;BWK6NLFQYzA;Convertir restas horizontales en verticales
vid1703;3128;9g3kwIKOgHY;Convertir una resta horizontal de números con decimales en vertical
vid1704;3128;L26S7mjcKlM;Convertir sumas horizontales de números con decimales en verticales
vid1705;3130;sFghPU8u7TA;Números que sumados dan 10
vid1706;3130;9KkeA7TPJqE;Sumar diez de distintas maneras
vid1707;3132;FzrTWDDnonA;Encontrar el sustraendo que completa la resta
vid1708;3132;DVR67-aXLYw;Encuentra el término desconocido en una resta o suma
vid1709;3132;kvWui0QWELI;Suma oculta
vid1710;3132;tZDMJSYHYZE;Encontrar el término desconocido de la suma
vid1711;3132;q3ETx1b8044;Resta oculta
vid1712;3134;XPpjH8lQSeM;Estrategias para calcular mentalmente sumas
vid1713;3134;0F0a45K64gM;Ejercicios de cálculo mental de sumas
vid1714;3136;gqQyyqiwKwA;Ejercicio de suma por estimación
vid1715;3136;alxsPQZDHF8;Problema de resta resuelto por estimación
vid1716;3136;CjHCSmbk5Us;Ejercicio de sumas y restas por estimación
vid1717;3136;rcSzWO9sO_Q;Ejercicios de sumas y restas por estimación a los millares
vid1718;3138;#¿NOMBRE?;Problema sencillo de suma
vid1719;3138;db52lKGglhs;Problema de suma resuelto
vid1720;3138;HgUmOpSEVro;Dos problemas de sumas resueltos
vid1721;3140;8tOuYyFs_sw;Problemas solucionados de resta 1
vid1722;3140;rTmyoUv7TX8;Problemas solucionados de resta 2
vid1723;3140;RiLiFCcuO5U;Problemas solucionados de resta 3
vid1724;3142;NoqEbZYzODk;Estrategias para restar mentalmente
vid1725;3142;a3IsKk4JcLA;Juego de cálculo mental (suma, resta, multiplicación y división)
vid1726;3146;ZKqE6BNKVtE;Problema de razonamiento con sumas y restas 1
vid1727;3146;#¿NOMBRE?;Problema de razonamiento con sumas y restas 2
vid1728;3146;#¿NOMBRE?;Problema de razonamiento con sumas y restas 3
vid1729;3146;r82vTdH17_g;Problema de razonamiento con sumas y restas 4
vid1730;3146;qh3rhnhb574;Problema de razonamiento con sumas y restas 5
vid1731;3148;b5PlWzb5ak4;Encuentra el sumando que falta
vid1732;3148;KeMBVN8S40o;Encuentra el minuendo en una sustración
vid1733;3148;FzrTWDDnonA;Encuentra el sustraendo en una sustración
vid1734;3148;1p4aeVAQyfg;Calcula el término que falta
vid1735;3152;M499PrrIHKg;Concepto de multiplicar
vid1736;3154;SeQsKlQsD5Q;La división como reparto. División exacta
vid1737;3154;NR9Xlllsc0A;La división como reparto. División inexacta
vid1738;3156;q6reeY3cwS8;Juego para aprender las tablas de multiplicar
vid1739;3156;hahcRscFhS0;Tablas de multiplicar simplificadas
vid1740;3156;eFU1wFBxRo8;Construir una tabla de multiplicar en Excel
vid1741;3158;0rcifWJME-8;Términos de la multiplicación
vid1742;3158;OX9_-8nmXxE;Multiplicaciones sencillas por una cifra
vid1743;3158;uvxrri4DTHo;Multiplicar llevando
vid1744;3158;u7y8Mnn4Sic;Multiplicar por una cifra
vid1745;3160;IxOnCfET9zg;Estructura y términos de la división
vid1746;3160;M3M65JKSZXw;División con regletas
vid1747;3160;gCMIlecjinU;Procedimiento de división entera
vid1748;3160;SOYBLMyP-g0;División en la que el dividendo es menor que divisor
vid1749;3162;XOB-45b2A_M;Problema de multiplicación resuelto 1
vid1750;3162;ZqJTdROEe2k;Problema de multiplicación resuelto 2
vid1751;3162;tEDTqew937A;Problema de multiplicación resuelto 3
vid1752;3162;ySETcnVGSBM;Problema de multiplicación resuelto 4
vid1753;3164;pqVL--1w-Dw;Cómo reconocer un problema de división
vid1754;3164;dhU6L-knvyI;Problema resuelto de división 1
vid1755;3164;6GS25VWMSC4;Problema resuelto de división 2
vid1756;3164;vnyAnTZIEgQ;Problema resuelto de división 3
vid1757;3166;Yp37rokbUuo;Doble y mitad
vid1758;3166;1g3PnCqdecg;El triple de un número
vid1759;3168;tcYNBefSXRM;Aprendiendo a multiplicar
vid1760;3168;bjWBeLKuNMc;Multiplicación por números de dos cifras
vid1761;3168;DxhdUmAfoo4;Multiplicación por números de tres cifras
vid1762;3168;MSR2GWa2YZY;Multiplicación fácilmente por 10, 100, 1000...
vid1763;3170;SZXKV795EOA;Divisiones por más de una cifra
vid1764;3170;6C-REXedOkY;Ejercicio resuelto de división por dos cifras
vid1765;3170;_-LcbM3agGo;Ejercicio resuelto de división por tres cifras
vid1766;3170;4cCuC-xrPm0;Ejercicio resuelto de división por cuatro cifras
vid1767;3170;2eu2SNmD0cc;Ejercicio resuelto de división por cinco cifras
vid1768;3170;hqdogavmKJQ;Dividir fácilmente entre 10, 100, 1000...
vid1769;3170;Qt1Xeh2gkf0;División en la que el dividendo es menor que divisor
vid1770;3172;iiWYtHapPe4;La division y su prueba
vid1771;3172;r4bHc5FpWNA;La prueba de la division
vid1772;3172;OPIlu2RwqXs;La prueba del 9 para la division
vid1773;3172;f_4I5AO4UUQ;División comprobada con la prueba del 9
vid1774;3174;FRHLMWyYpDE;Ejercicio de estimación de producto 1
vid1775;3174;-9b6845eHtM;Ejercicio de estimación de producto 2
vid1776;3174;xWSpGc7YqfE;Ejercicio de estimación de producto 3
vid1777;3176;UYrHjRx85Hw;Cómo multiplicar mentalmente
vid1778;3176;C5LkQbv-XPE;Ejercicio de cálculo mental de un producto 1
vid1779;3176;c1xpCqgglNM;Ejercicio de cálculo mental de un producto 2
vid1780;3176;JIfny3MZIVc;multiplicar decimales entre 0 y 1 mentalmente
vid1781;3176;a42wPY89qQk;Cómo multiplicar mentalmente
vid1782;3178;5WmlUIBssNI;Estimar una división  
vid1783;3178;VTT6r_WDckY;Ejercicio de división por estimación  
vid1784;3178;3b818YxkL84;Ejercicios de división por estimación  
vid1785;3178;50e6XL9lxVA;Ejercicio de estimación de división redondeando a la decena más cercana
vid1786;3180;1p4aeVAQyfg;Calcula el término que falta
vid1787;3180;Us_Abxqoluw;Encontrar el divisor
vid1788;3182;1B9W_jGxZ3g;Cómo calcular los múltiplos de un número
vid1789;3182;YW_04Esg4QQ;Múltiplos y divisores
vid1790;3184;7flhIOffcbk;Números primos y compuestos  
vid1791;3184;SnHusNzNjQQ;¿Cómo saber si un número es primo?  
vid1792;3184;DxWdFs15a1M;Ejercicios para determinar si un número es primo o compuesto
vid1793;3186;Ts_-kno2mLM;Propiedades de la multiplicación
vid1794;3186;OkNVbfksnYY;Algunas propiedades de la multiplicación
vid1795;3188;cTYcfMxENXY;Estrategias para dividir mentalmente
vid1796;3188;4AYkhIRsWkM;Dividir mentalmente entre 5 y 25
vid1797;3188;4N0GjWWNQlA;Dividir mentalmente entre 2
vid1798;3188;hqdogavmKJQ;Dividir mentalmente entre 10, 100, 1000...
vid1799;3190;YW_04Esg4QQ;Múltiplos y divisores  
vid1800;3190;tVxIPZf1VT4;Criterios de divisibilidad por 2, 3, 4, 5 y 6
vid1801;3190;8zWwzoUgNp0;Criterios de divisibilidad por 7, 8, 9, 10 y 11
vid1802;3190;j-henKyYk7k;Cómo se calculan los divisores de un número
vid1803;3190;edPau8iE_K4;Criterios de divisibilidad
vid1804;3192;V_1PJTDzajY;Calcular el mínimo común múltiplo con regletas
vid1805;3192;YdCHI3gPAAQ;Cómo descomponer un número en factores primos
vid1806;3192;BK5CIJI-jjg;Ejemplos de descomposición en factores primos 1
vid1807;3192;BQZJMfGTEmE;Ejemplos de descomposición en factores primos 2
vid1808;3192;E92YwtVlMP0;Descomposición en factores primos
vid1809;3194;GjevfPneXFU;¿Qué es el máximo común divisor?
vid1810;3194;YdCHI3gPAAQ;Descomposición en factores primos
vid1811;3194;G3qUmqCF0YE;Descomposición en factores primos
vid1812;3194;2-NNACxvcIk;Ejercicio de cálculo del máximo común divisor
vid1813;3194;YHdlZlRq_qM;Cálculo del máximo común divisor de 20, 40 y 60
vid1814;3194;2-NNACxvcIk;Problema resuelto calculando el máximo común divisor
vid1815;3194;Oire6gLX-Ws;Máximo común divisor con regletas de Cuisenaire
vid1816;3196;V_1PJTDzajY;Calcular el mínimo común múltiplo con regletas
vid1817;3196;8ohv7uQNbgM;Qué es el mínimo común múltiplo y cómo calcularlo
vid1818;3196;tdf9Y1ex43w;Concepto de mínimo común múltiplo y forma de calcularlo
vid1819;3196;a42hGuWWYK8;Problema de cálculo del mínimo común múltiplo
vid1820;3196;fPS-Ll-FsFY;Calcular el mínimo común múltiplo descomponiendo en factores primos
vid1821;3196;GPR6CN6y8Lg;Ejercicio de cálculo del mínimo común múltiplo de cuatro números
vid1822;3198;diU0BCV9YIc;Propiedades de la división
vid1823;3198;_Mx3pJX9V_c;Propiedades de la división
vid1824;3202;WtL1K-G5lOw;Fracciones propias, impropias y mixtas
vid1825;3202;A0cZKXGo6s0;Cómo leer y escribir fracciones
vid1826;3202;XZDPkGLam2s;Cómo leer y escribir fracciones
vid1827;3202;EhmMywLVLRo;Ejercicios de leer y escribir fracciones
vid1828;3202;Pu5jCygzyPo;Representar fracciones gráficamente
vid1829;3202;wj2e_W3Lkl0;Fracciones mixtas e impropias, explicadas gráficamente
vid1830;3204;zT55kiVV2dg;Cómo ordenar fracciones
vid1831;3204;AplgDsTGh0c;Cómo ordenar fracciones de mayor a menor
vid1832;3204;01RsVf7BTXA;Cómo ordenar fracciones de menor a mayor
vid1833;3204;GJJ-cArGyVA;Ejercicios de comparación de fracciones
vid1834;3204;m2CHDRgrkzY;Cómo ubicar fracciones en la recta numérica
vid1835;3204;n23vaUqgX1o;Ejemplos de cómo ubicar fracciones en la recta numérica
vid1836;3206;fae6X1jg3nE;Introducción a los números decimales
vid1837;3206;NQAHgU0b28U;Leer números con décimas, centésimas o milésimas
vid1838;3206;nAGLfK6TFiQ;Leer números con diezmilésimas, cienmilésimas o millonésimas
vid1839;3206;lVJKM19UJ-M;Cómo escribir un número decimal
vid1840;3206;hSyv0c6S9Sk;Ejercicios de escritura de números decimales
vid1841;3208;ri4hf5EAq_Q;Cómo convertir decimales en fracciones
vid1842;3208;QpwtCC6oBoE;Cómo convertir un decimal periódico puro en fracción
vid1843;3208;0gAVGYWF7XA;Ejercicios de conversión de decimales periódicos puros en fracciones
vid1844;3208;vdrblu6kjl8;Ejercicios de escribir una fracción como número decimal
vid1845;3208;Fnjp-PO9Q6w;Ejercicio de pasar fracción a decimal 1
vid1846;3208;1Fftxf9_NYU;Ejercicio de pasar fracción a decimal 2
vid1847;3208;PCOFTw-5dYA;Ejercicio de pasar fracción a decimal 3
vid1848;3208;UslR6VH85nc;Ejercicio de pasar fracción mixta a decimal
vid1849;3208;s9BJ2cbjHgs;Ejercicio de pasar fracción decimal a decimal
vid1850;3210;S2lkRLiJhCo;Comparar fracciones pasándolas a decimales
vid1851;3210;kNNTFMRlj5M;Ordenar fracciones comparando sus valores decimales
vid1852;3212;Fz96PTHHjJc;Suma de números decimales 1
vid1853;3212;RrNRxhWWqeU;Suma de números decimales 2
vid1854;3212;t_ChaQhBg7Y;Suma de números decimales y enteros 1
vid1855;3212;Vpt1sKVGDgs;Suma de números decimales y enteros 2
vid1856;3214;a7Y9B5hl8cM;Restar a un número entero uno decimal
vid1857;3214;cUSeeeD_HmY;Restar a un número decimal uno entero
vid1858;3214;W_KP9Wn5WxQ;Restar dos números decimales 1
vid1859;3214;AS-pEmnFA8U;Restar dos números decimales 2
vid1860;3216;qmK8uwV-GcI;Multiplicación con números decimales 1
vid1861;3216;yYLr_-pXMN4;Multiplicación con números decimales 2
vid1862;3216;7rJIjqQHvlg;Multiplicación con números decimales 3
vid1863;3216;JIfny3MZIVc;Multiplicar por 0,1, 0,01, 0,001...
vid1864;3218;0Z9wZfxOfxM;Cómo dividir con decimales en el dividendo
vid1865;3218;TMQKC-p7pNE;Ejercicios de división con decimales en el dividendo
vid1866;3218;jDnTXQLo-dQ;Cómo dividir con decimales en el divisor
vid1867;3218;hKnTRo1_9WA;Ejercicio de división con decimales en el divisor
vid1868;3218;boK86JbNnNI;Cómo dividir con decimales en dividendo y divisor
vid1869;3218;m7z39SjCEl0;Ejercicio de división con decimales en dividendo y divisor
vid1870;3218;fDrrR5Wxu44;Cómo dividir mentalmente entre cifras decimales entre 0 y 1
vid1871;3220;gaStPQ2dP74;Problema resuelto con  resta de números decimales
vid1872;3220;bKrzZ53SUHY;Problema resuelto con suma y resta de números decimales
vid1873;3220;uZfll_z53QQ;Problema resuelto con suma y resta de números decimales
vid1874;3220;dMaYHxDmO2w;Problema resuelto con multiplicación de números decimales
vid1875;3220;QJNtXph6mHQ;Problema resuelto con multiplicación de números decimales
vid1876;3220;WyzssOas2Nw;Problema resuelto con suma, resta y multiplicación de números decimales
vid1877;3220;x0qMQhdk1Ik;Problema resuelto con suma, resta y multiplicación de números decimales
vid1878;3220;j7yBktgOFuc;Problema resuelto con división de números decimales
vid1879;3220;TM4ninFu8Us;Problema resuelto con división de números decimales
vid1880;3220;_JwJyLJru5I;Problema resuelto con división y multiplicación de números decimales
vid1881;3222;YsIoFGtKN70;Problema resuelto con resta de fracciones 1
vid1882;3222;PN9DYkxoVs4;Problema resuelto con resta de fracciones 2
vid1883;3222;qcu72qR5jTU;Problemas resueltos con multiplicación de fracciones 1
vid1884;3222;HZIKzERq--4;Problemas resueltos con multiplicación de fracciones 2
vid1885;3222;Wp9SABu3RRo;Problemas resueltos con división de fracciones 1
vid1886;3222;ttMqNpQztwg;Problemas resueltos con división de fracciones 2
vid1887;3222;QO7cBBKcP9A;Problemas resueltos con división de fracciones 3
vid1888;3222;g3qHwiZ9rNw;Problema resuelto con suma y multiplicación de fracciones
vid1889;3222;TpakXnmvI_I;Problema resuelto con resta y multiplicación de fracciones
vid1890;3222;BuiyGh0yPJg;Problema resuelto con multiplicación de fracciones y resta
vid1891;3224;j40PwOgy6OI;Cómo resolver una regla de tres directa
vid1892;3224;hP6F-0oDvGk;Ejercicio resuelto de regla de tres simple directa 1
vid1893;3224;33CPzPuBSno;Ejercicio resuelto de regla de tres simple directa 2
